SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
19,AMBIKA AT BILIMORA,CPCB,24,Gujarat,453,Navsari,GANDEVI,-,-,-,-,-,-,-,-,20.77210600,72.95162500,01-01-2021 08:30,"","","","","",""
20,AMBIKA AT BILIMORA,CPCB,24,Gujarat,453,Navsari,GANDEVI,-,-,-,-,-,-,-,-,20.77210600,72.95162500,04-02-2021 08:30,"","","","","",""
21,AMBIKA AT BILIMORA,CPCB,24,Gujarat,453,Navsari,GANDEVI,-,-,-,-,-,-,-,-,20.77210600,72.95162500,02-03-2021 08:30,"","","","","",""
22,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.70117800,73.02173300,01-01-2021 08:30,"","","","","",""
23,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.70117800,73.02173300,01-02-2021 08:30,"","","","","",""
24,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.70117800,73.02173300,01-03-2021 08:30,"","","","","",""
25,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-01-2021 08:30,"","","","","",""
26,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-02-2021 08:30,"","","","","",""
27,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63116100,72.95648500,01-03-2021 08:30,"","","","","",""
28,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-01-2021 08:30,"",Light Green,None,"","",""
29,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-02-2021 08:30,"",Other,None,"","",""
30,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-03-2021 08:30,"",Other,None,"","",""
31,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-04-2021 08:30,"",Other,None,"","",""
32,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,05-05-2021 08:30,"",Clear,None,"","",""
33,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-06-2021 08:30,"",Other,None,"","",""
34,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-07-2021 08:30,"",Other,None,"","",""
35,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-08-2021 08:30,"",Other,None,"","",""
36,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-09-2021 08:30,"",Other,None,"","",""
37,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-10-2021 08:30,"",Other,None,"","",""
38,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,02-11-2021 08:30,"",Light Brown,None,"","",""
39,AMLAKHADI CREEK AT PUNGAM.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61541300,72.94184700,01-12-2021 08:30,"",Clear,None,"","",""
40,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,05-01-2021 08:30,"","","","","",""
41,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,10-02-2021 08:30,"","","","","",""
42,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63538400,73.06497200,09-03-2021 08:30,"","","","","",""
43,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,01-01-2021 08:30,"","","","","",""
44,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,02-02-2021 08:30,"","","","","",""
45,ANAS AT DAHOD (KUSHALGARH) DIST. PANCHMAHAL,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84626400,74.29178900,03-03-2021 08:30,"","","","","",""
46,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-01-2021 08:30,444,"","","","",""
47,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-02-2021 08:30,371,"","","","",""
48,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-03-2021 08:30,447,"","","","",""
49,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-04-2021 08:30,406,"","","","",""
50,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,03-05-2021 08:30,508,"","","","",""
51,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-06-2021 08:30,458,"","","","",""
52,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,02-07-2021 08:30,409,"","","","",""
53,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,04-08-2021 08:30,419,"","","","",""
54,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-09-2021 08:30,490,"","","","",""
55,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-10-2021 08:30,406,"","","","",""
56,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,01-11-2021 08:30,396,"","","","",""
57,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.60986900,73.00726100,02-12-2021 08:30,306,"","","","",""
58,AT LAVACHA TEMPLE SILVASSA,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.29879700,72.97695600,29-01-2021 08:30,"","","","","",""
59,AT LAVACHA TEMPLE SILVASSA,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.29879700,72.97695600,23-02-2021 08:30,"","","","","",""
60,AT LAVACHA TEMPLE SILVASSA,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.29879700,72.97695600,25-03-2021 08:30,"","","","","",""
61,ATUL VILLAGE G.W (VALSAD),CPCB,24,Gujarat,462,Valsad,VALSAD,-,-,-,-,-,-,-,-,20.53731900,72.94104200,01-04-2021 08:30,2032,Clear,"","","",""
62,ATUL VILLAGE G.W (VALSAD),CPCB,24,Gujarat,462,Valsad,VALSAD,-,-,-,-,-,-,-,-,20.53731900,72.94104200,04-10-2021 08:30,3326,Clear,"","","",""
63,AT VILLAGE NAMDHA VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.36384200,72.88326400,29-01-2021 08:30,"","","","","",""
64,AT VILLAGE NAMDHA VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.36384200,72.88326400,23-02-2021 08:30,"","","","","",""
65,AT VILLAGE NAMDHA VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.36384200,72.88326400,25-03-2021 08:30,"","","","","",""
66,BALEHWAR KHADI AT N.H. NO. 8,CPCB,24,Gujarat,459,Surat,SURAT CITY,-,-,-,-,-,-,-,-,21.22344200,72.89572000,02-01-2021 08:30,"","","","","",""
67,BALEHWAR KHADI AT N.H. NO. 8,CPCB,24,Gujarat,459,Surat,SURAT CITY,-,-,-,-,-,-,-,-,21.22344200,72.89572000,03-02-2021 08:30,"","","","","",""
68,BALEHWAR KHADI AT N.H. NO. 8,CPCB,24,Gujarat,459,Surat,SURAT CITY,-,-,-,-,-,-,-,-,21.22344200,72.89572000,01-03-2021 08:30,"","","","","",""
69,BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,CPCB,24,Gujarat,457,Rajkot,DHORAJI,-,-,-,-,-,-,-,-,21.76311500,70.42431300,01-01-2021 08:30,"","","","","",""
70,BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,CPCB,24,Gujarat,457,Rajkot,DHORAJI,-,-,-,-,-,-,-,-,21.76311500,70.42431300,03-02-2021 08:30,"","","","","",""
71,BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,CPCB,24,Gujarat,457,Rajkot,DHORAJI,-,-,-,-,-,-,-,-,21.76311500,70.42431300,04-03-2021 08:30,"","","","","",""
72,BHOGAVO RIVER D/S OF SURENDRANAGAR.,CPCB,24,Gujarat,460,Surendranagar,WADHWAN,-,-,-,-,-,-,-,-,22.71552800,71.67268800,01-01-2021 08:30,"","","","","",""
73,BHOGAVO RIVER D/S OF SURENDRANAGAR.,CPCB,24,Gujarat,460,Surendranagar,WADHWAN,-,-,-,-,-,-,-,-,22.71552800,71.67268800,02-02-2021 08:30,"","","","","",""
74,BHOGAVO RIVER D/S OF SURENDRANAGAR.,CPCB,24,Gujarat,460,Surendranagar,WADHWAN,-,-,-,-,-,-,-,-,22.71552800,71.67268800,02-03-2021 08:30,"","","","","",""
75,BHUKHI KHADI D/S OF GIDC SAYKHA VILL: KOTHIYA TA: VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.83228600,72.92957100,05-01-2021 08:30,"","","","","",""
76,BHUKHI KHADI D/S OF GIDC SAYKHA VILL: KOTHIYA TA: VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.83228600,72.92957100,02-02-2021 08:30,"","","","","",""
77,BHUKHI KHADI D/S OF GIDC SAYKHA VILL: KOTHIYA TA: VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.83228600,72.92957100,05-03-2021 08:30,"","","","","",""
78,BHUKHI KHADI D/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.78419900,72.91281500,04-01-2021 08:30,"","","","","",""
79,BHUKHI KHADI D/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.78419900,72.91281500,02-02-2021 08:30,"","","","","",""
80,BHUKHI KHADI D/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.78419900,72.91281500,05-03-2021 08:30,"","","","","",""
81,BHUKHI KHADI U/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH.,CPCB,24,Gujarat,442,Bharuch,VAGRA,-,-,-,-,-,-,-,-,21.79546300,72.90714600,04-01-2021 08:30,"","","","","",""
82,BHUKHI KHADI U/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH.,CPCB,24,Gujarat,442,Bharuch,VAGRA,-,-,-,-,-,-,-,-,21.79546300,72.90714600,02-02-2021 08:30,"","","","","",""
83,BHUKHI KHADI U/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH.,CPCB,24,Gujarat,442,Bharuch,VAGRA,-,-,-,-,-,-,-,-,21.79546300,72.90714600,05-03-2021 08:30,"","","","","",""
84,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-01-2021 08:30,2070,"","","","",""
85,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,03-02-2021 08:30,2119,"","","","",""
86,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,02-03-2021 08:30,2275,"","","","",""
87,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,03-04-2021 08:30,2415,"","","","",""
88,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,03-05-2021 08:30,2393,"","","","",""
89,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-06-2021 08:30,2122,"","","","",""
90,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-07-2021 08:30,2160,"","","","",""
91,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,03-08-2021 08:30,791,"","","","",""
92,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,02-09-2021 08:30,205,"","","","",""
93,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-10-2021 08:30,2128,"","","","",""
94,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-11-2021 08:30,1954,"","","","",""
95,BINDUSAROVAR SIDDHPUR (DIST.PATAN),CPCB,24,Gujarat,455,Patan,SIDHPUR,-,-,-,-,-,-,-,-,23.90835300,72.36446200,01-12-2021 08:30,2006,"","","","",""
96,BOREWELL AT DHANGADHRA NEAR DHANGADHRA CHEMICALS,CPCB,24,Gujarat,460,Surendranagar,DHRANGADHRA,-,-,-,-,-,-,-,-,22.98097500,71.47390000,05-04-2021 08:30,2519,Clear,"",2,"",""
97,BOREWELL AT DHANGADHRA NEAR DHANGADHRA CHEMICALS,CPCB,24,Gujarat,460,Surendranagar,DHRANGADHRA,-,-,-,-,-,-,-,-,22.98097500,71.47390000,01-10-2021 08:30,384,Clear,"",2,"",""
98,BOREWELL AT PIRAMAL GLASS VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA SURAT,CPCB,24,Gujarat,459,Surat,MANGROL,-,-,-,-,-,-,-,-,21.45858700,72.94299700,01-04-2021 08:30,3868,Clear,"",2,"",""
99,BOREWELL AT PIRAMAL GLASS VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA SURAT,CPCB,24,Gujarat,459,Surat,MANGROL,-,-,-,-,-,-,-,-,21.45858700,72.94299700,01-10-2021 08:30,3771,Clear,"","","",""
100,BOREWELL AT PRIMARY HEALTH CENTER KADODARA SURAT,CPCB,24,Gujarat,459,Surat,PALSANA,-,-,-,-,-,-,-,-,21.17007500,72.96507000,01-04-2021 08:30,2096,Clear,"",12,"",""
101,BOREWELL AT PRIMARY HEALTH CENTER KADODARA SURAT,CPCB,24,Gujarat,459,Surat,PALSANA,-,-,-,-,-,-,-,-,21.17007500,72.96507000,04-10-2021 08:30,1886,Clear,"","","",""
102,BORE WELL AT STP MADHAPAR DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.32530300,70.76879700,07-04-2021 08:30,1206,Clear,"",2,"",""
103,BORE WELL AT VORAGAMDI,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.22032800,73.22150100,01-04-2021 08:30,3101,Clear,"",12,"",""
104,BORE WELL AT VORAGAMDI,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.22032800,73.22150100,04-10-2021 08:30,2525,Clear,"",1.1,"",""
105,BOREWELL CETP-NARODA GIDC NARODA-AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08125300,72.66772500,01-04-2021 08:30,2536,Other,"","","",""
106,BOREWELL CETP-NARODA GIDC NARODA-AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08125300,72.66772500,01-10-2021 08:30,2480,Other,"",2,"",""
107,BOREWELL D/S TSDF SITE GIDC INDUSTRIAL AREA VAPI,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.36666700,72.90000100,03-04-2021 08:30,3288,Clear,"","","",""
108,BOREWELL D/S TSDF SITE GIDC INDUSTRIAL AREA VAPI,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.36666700,72.90000100,04-10-2021 08:30,1056,Clear,"","","",""
109,BOREWELL KADI INDUSTRIAL AREA,CPCB,24,Gujarat,451,Mahesana,KADI,-,-,-,-,-,-,-,-,23.30994500,72.26423600,01-04-2021 08:30,1853,Clear,"","","",""
110,BOREWELL KADI INDUSTRIAL AREA,CPCB,24,Gujarat,451,Mahesana,KADI,-,-,-,-,-,-,-,-,23.30994500,72.26423600,01-10-2021 08:30,2330,Clear,"","","",""
111,BOREWELL NEAR CENTER OF EXCELLENCE BUILDING GIDC VATVA AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.99877300,72.55463700,01-04-2021 08:30,2307,Other,"","","",""
112,BOREWELL NEAR CENTER OF EXCELLENCE BUILDING GIDC VATVA AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.99877300,72.55463700,01-10-2021 08:30,2265,Other,"","","",""
113,BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BUILDING GIDC ODHAV AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.02154800,72.66358100,01-04-2021 08:30,1998,Other,"","","",""
114,BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BUILDING GIDC ODHAV AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.02154800,72.66358100,01-10-2021 08:30,2418,Other,"","","",""
115,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR NAROL AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.97786800,72.54381600,02-01-2021 08:30,3401,Clear,"","","",""
116,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR NAROL AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.97786800,72.54381600,03-02-2021 08:30,3425,Clear,"",2,"",""
117,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR NAROL AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.97786800,72.54381600,02-07-2021 08:30,3895,Clear,"","","",""
118,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR NAROL AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.97786800,72.54381600,05-08-2021 08:30,3493,Clear,"","","",""
119,BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.70476700,72.99572200,01-04-2021 08:30,3352,Clear,"","","",""
120,BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED ANKLESHWAR BHARUCH,CPCB,24,Gujarat,442,Bharuch,BHARUCH,-,-,-,-,-,-,-,-,21.70476700,72.99572200,01-10-2021 08:30,3384,Clear,"","","",""
